fecha;humedad_rela;temp_min;temp_max;temp_ambiente;evaporacion;precipitacion;viento_km
23/10/2011;77.00;28.40;20.00;25.20;3.80;0.00;465
24/10/2011;88.00;26.20;21.60;24.00;0.80;1.20;283
25/10/2011;90.00;25.20;21.20;23.60;2.50;0.00;363
26/10/2011;81.00;31.20;20.60;25.10;5.60;0.00;703
27/10/2011;73.00;32.40;19.60;26.00;5.00;0.00;641
28/10/2011;78.00;30.00;20.60;25.90;5.00;0.60;584
29/10/2011;76.00;32.20;21.00;25.30;6.40;0.00;520
30/10/2011;75.00;32.00;20.80;25.40;5.80;0.00;687
31/10/2011;71.00;32.40;20.00;25.00;7.40;0.00;730
1/11/2011;70.00;32.80;18.80;25.30;8.20;0.00;849
2/11/2011;74.00;32.20;18.20;24.90;4.10;0.00;753
3/11/2011;72.00;34.20;20.00;25.70;10.00;0.00;818
4/11/2011;74.00;32.00;20.00;25.30;9.00;0.00;990
5/11/2011;76.00;30.60;20.80;24.80;5.00;0.00;481
6/11/2011;79.00;30.20;20.20;24.50;6.00;0.00;566
7/11/2011;78.00;28.70;20.20;24.00;4.60;0.00;643
8/11/2011;76.00;27.70;20.80;24.70;3.30;0.00;389
9/11/2011;82.00;31.00;20.00;24.20;5.20;0.00;940
10/11/2011;78.00;29.70;20.80;24.10;4.80;0.00;669
11/11/2011;79.00;28.20;21.20;24.10;4.30;0.00;613
12/11/2011;75.00;32.40;21.40;25.40;4.50;0.50;638
13/11/2011;88.00;23.20;21.20;22.10;1.70;0.20;640
14/11/2011;81.00;28.60;18.60;25.00;3.00;0.00;547
15/11/2011;76.00;30.20;20.80;24.60;5.50;0.00;591
16/11/2011;84.00;30.10;20.40;24.30;6.30;0.00;1059
17/11/2011;80.00;27.30;20.80;23.90;3.80;0.00;469
18/11/2011;74.00;32.40;18.00;25.10;6.80;0.00;790
19/11/2011;75.00;31.60;19.20;25.30;7.00;0.00;965
20/11/2011;84.00;29.20;20.40;23.20;3.50;0.00;615
21/11/2011;82.00;30.80;20.40;25.00;5.10;0.00;501
22/11/2011;76.00;30.70;19.00;25.30;7.00;0.00;613
23/11/2011;80.00;31.30;15.20;23.70;5.50;0.00;678
24/11/2011;75.00;29.30;18.20;24.00;4.50;0.00;708
25/11/2011;77.00;30.80;19.60;25.00;6.50;0.00;564
26/11/2011;74.00;30.30;21.20;25.50;5.50;0.00;656
27/11/2011;73.00;32.20;19.40;25.40;8.10;0.00;842
28/11/2011;77.00;31.70;18.20;25.00;8.00;0.00;908
29/11/2011;73.00;33.90;18.80;25.10;8.80;0.00;936
30/11/2011;74.00;31.70;20.80;25.40;5.20;0.00;633
1/12/2011;77.00;27.40;18.80;24.40;4.60;0.00;463
2/12/2011;80.00;26.40;20.40;24.10;3.00;0.00;373
3/12/2011;69.00;33.90;19.40;26.50;7.00;0.00;800
4/12/2011;69.00;33.00;21.80;27.10;7.10;0.00;636
5/12/2011;77.00;33.00;19.00;26.00;9.30;0.00;821
6/12/2011;72.00;33.20;20.60;26.10;8.00;0.00;734
7/12/2011;73.00;33.10;20.60;25.80;8.10;0.00;877
8/12/2011;71.00;33.40;21.20;26.40;7.30;0.00;726
9/12/2011;75.00;28.40;20.60;26.40;3.20;0.10;441
10/12/2011;81.00;28.00;21.40;25.30;2.50;0.00;409
11/12/2011;70.00;33.60;21.40;27.20;7.70;0.00;704
12/12/2011;75.00;32.10;22.00;26.00;7.00;1.00;767
13/12/2011;77.00;30.20;21.10;25.60;5.90;0.00;510
14/12/2011;82.00;29.60;22.20;25.70;4.80;0.00;577
15/12/2011;69.00;32.80;20.00;26.60;4.40;0.00;726
16/12/2011;69.00;32.80;21.00;27.20;5.70;0.00;501
17/12/2011;70.00;31.20;21.40;26.90;5.10;0.00;412
18/12/2011;69.00;33.80;20.80;27.20;7.90;0.00;699
19/12/2011;72.00;33.80;21.00;26.00;7.00;0.00;793
20/12/2011;78.00;31.20;23.00;26.00;4.00;0.00;784
21/12/2011;76.00;29.60;23.10;25.90;4.60;0.00;438
22/12/2011;79.00;33.00;23.00;27.20;5.50;0.00;619
23/12/2011;73.00;31.30;22.00;26.20;6.00;0.00;466
24/12/2011;76.00;30.50;21.40;26.20;4.00;0.50;510
25/12/2011;84.00;31.80;21.20;25.40;4.90;0.30;562
26/12/2011;79.00;32.70;19.20;26.00;7.00;0.00;1083
27/12/2011;72.00;30.10;23.60;26.70;5.10;0.00;434
28/12/2011;87.00;29.90;23.00;25.60;4.10;0.00;424
29/12/2011;74.00;31.20;23.40;27.00;3.40;5.40;619
30/12/2011;79.00;30.20;23.00;26.60;1.30;25.60;440
31/12/2011;84.00;30.20;22.00;26.10;3.70;4.30;436
1/1/2012;86.00;29.70;23.00;25.80;3.20;10.20;532
2/1/2012;84.00;29.40;21.60;26.00;3.50;0.00;329
3/1/2012;83.00;30.80;23.40;26.70;3.20;1.20;621
4/1/2012;83.00;29.80;22.80;25.90;3.30;61.70;519
5/1/2012;93.00;25.80;21.60;24.10;0.30;2.80;268
6/1/2012;87.00;30.80;22.00;25.50;3.30;0.70;453
7/1/2012;84.00;28.80;23.00;25.40;2.60;0.40;369
8/1/2012;85.00;28.50;22.60;25.30;2.80;0.00;425
9/1/2012;88.00;29.70;22.90;26.00;3.00;0.20;420
10/1/2012;82.00;30.50;22.40;26.50;4.30;0.60;657
11/1/2012;87.00;29.20;22.40;25.40;3.20;0.30;414
12/1/2012;92.00;29.00;22.90;25.20;1.90;36.90;987
13/1/2012;95.00;26.50;22.20;24.10;0.60;4.60;305
14/1/2012;85.00;32.60;22.40;26.50;2.70;20.20;546
15/1/2012;95.00;27.80;22.00;24.40;1.00;9.00;561
16/1/2012;89.00;30.50;23.00;27.00;3.00;25.30;505
17/1/2012;89.00;28.10;22.60;25.20;2.30;1.60;265
18/1/2012;84.00;30.40;21.40;26.30;3.90;0.40;428
19/1/2012;90.00;30.10;23.10;26.10;2.50;4.60;646
20/1/2012;91.00;30.20;22.90;25.40;0.00;1.70;314
21/1/2012;90.00;29.90;22.60;25.40;2.10;16.70;409
22/1/2012;97.00;26.50;22.20;24.20;0.00;5.20;309
23/1/2012;96.00;26.80;22.40;24.00;2.10;0.20;268
24/1/2012;94.00;28.50;23.00;24.20;1.50;11.00;284
25/1/2012;83.00;31.90;22.10;27.10;5.60;0.00;362
26/1/2012;93.00;30.30;23.00;25.30;1.00;4.80;353
27/1/2012;90.00;29.50;22.30;24.70;1.10;19.80;227
28/1/2012;96.00;29.70;21.90;24.70;1.60;28.40;345
29/1/2012;97.00;28.10;21.90;24.00;1.40;12.90;289
30/1/2012;90.00;31.00;21.70;24.90;1.50;39.70;399
31/1/2012;90.00;30.00;22.40;25.30;3.00;1.60;413
1/2/2012;96.00;26.20;22.90;23.80;0.70;8.30;298
2/2/2012;90.00;30.10;22.00;25.80;3.90;2.00;385
3/2/2012;91.00;28.40;23.00;25.20;2.20;10.40;358
4/2/2012;94.00;26.30;22.60;24.20;0.60;7.30;361
5/2/2012;88.00;31.70;22.80;26.40;1.50;26.70;438
6/2/2012;92.00;30.70;22.60;25.00;0.50;46.00;410
7/2/2012;88.00;31.60;22.40;26.10;2.50;7.00;553
8/2/2012;88.00;31.70;22.70;25.70;1.50;41.70;560
9/2/2012;90.00;32.90;22.90;26.20;5.10;52.20;522
10/2/2012;92.00;31.70;22.40;26.30;1.80;15.50;435
11/2/2012;87.00;29.50;22.80;26.30;2.30;19.40;385
12/2/2012;92.00;30.90;22.50;25.60;3.70;16.70;509
13/2/2012;91.00;31.60;22.80;27.00;5.00;2.20;649
14/2/2012;89.00;32.40;23.00;26.50;3.80;4.90;610
15/2/2012;89.00;31.30;22.80;26.10;2.20;20.60;514
16/2/2012;91.00;31.20;23.00;26.40;3.10;12.30;536
17/2/2012;91.00;30.80;22.90;26.10;1.50;11.30;539
18/2/2012;87.00;31.40;22.90;26.80;4.10;4.70;568
19/2/2012;88.00;31.20;22.40;26.00;5.00;19.00;809
20/2/2012;86.00;32.20;22.20;27.00;4.00;31.10;606
21/2/2012;88.00;30.60;23.00;26.30;0.90;37.40;737
22/2/2012;87.00;29.40;20.00;24.10;4.40;6.80;313
23/2/2012;87.00;31.60;22.40;25.80;2.30;33.20;497
24/2/2012;86.00;30.60;23.00;26.60;0.70;16.00;552
25/2/2012;90.00;30.60;23.00;25.40;0.40;7.90;426
26/2/2012;85.00;31.40;22.00;26.40;5.40;0.30;448
27/2/2012;88.00;31.90;23.20;27.10;3.30;6.50;518
28/2/2012;94.00;29.10;23.80;25.00;2.10;6.60;509
29/2/2012;85.00;32.30;23.00;27.00;6.00;0.00;481
1/3/2012;88.00;31.00;24.00;27.10;1.70;11.00;517
2/3/2012;89.00;30.20;24.00;26.40;4.40;0.20;514
3/3/2012;90.00;30.90;23.00;26.60;1.00;37.00;440
4/3/2012;85.00;30.60;22.80;26.60;4.60;27.60;817
5/3/2012;88.00;30.20;23.20;25.80;2.40;16.10;518
6/3/2012;87.00;32.40;23.40;27.30;8.50;0.00;509
7/3/2012;88.00;32.00;24.40;27.60;4.80;0.40;512
8/3/2012;88.00;32.20;23.90;27.40;3.80;0.00;510
9/3/2012;87.00;31.00;24.20;26.90;2.10;16.80;541
10/3/2012;97.00;29.70;22.80;26.00;1.00;8.50;335
11/3/2012;89.00;31.40;23.40;27.00;5.10;49.80;721
12/3/2012;86.00;30.90;24.00;26.80;4.20;1.90;535
13/3/2012;92.00;29.80;23.80;26.00;3.30;1.80;333
14/3/2012;87.00;31.40;23.80;27.20;3.10;1.20;347
15/3/2012;87.00;31.00;24.00;27.30;2.00;13.50;486
16/3/2012;87.00;31.90;23.60;26.90;2.50;75.50;486
17/3/2012;86.00;32.40;23.00;27.30;6.50;11.00;675
18/3/2012;86.00;32.10;23.60;26.80;5.90;16.10;422
19/3/2012;88.00;30.90;23.20;27.10;2.40;39.40;667
20/3/2012;83.00;32.40;22.80;27.10;2.50;4.60;393
21/3/2012;89.00;31.90;23.90;27.30;3.40;6.10;600
22/3/2012;83.00;32.00;23.20;27.60;7.40;0.70;547
23/3/2012;81.00;31.80;24.00;28.10;5.10;0.30;671
24/3/2012;82.00;32.80;23.80;28.10;2.00;14.10;517
25/3/2012;86.00;31.90;24.00;27.60;5.50;0.00;555
26/3/2012;88.00;32.70;24.00;27.30;2.50;17.50;510
27/3/2012;84.00;32.40;23.50;27.10;4.50;0.00;550
28/3/2012;84.00;32.10;23.00;27.10;5.50;0.00;410
29/3/2012;87.00;33.10;24.40;27.30;5.60;9.10;650
30/3/2012;88.00;32.20;22.40;26.70;6.00;0.00;479
31/3/2012;84.00;32.00;23.50;26.70;3.10;9.70;351
1/4/2012;87.00;31.60;22.40;27.30;3.70;3.60;449
2/4/2012;89.00;31.40;22.20;26.60;4.00;1.30;483
3/4/2012;83.00;32.20;22.50;26.70;3.50;18.20;431
4/4/2012;86.00;31.20;22.80;26.40;7.10;5.10;434
5/4/2012;87.00;30.90;23.40;25.40;1.90;18.00;533
6/4/2012;88.00;32.50;22.70;26.60;6.00;0.70;610
7/4/2012;85.00;31.50;23.10;26.80;2.50;1.10;490
8/4/2012;86.00;29.60;23.20;26.70;4.00;0.00;360
9/4/2012;79.00;32.60;23.80;27.50;6.70;0.00;604
10/4/2012;85.00;32.30;24.00;26.90;2.20;38.70;417
11/4/2012;81.00;32.60;22.20;27.40;5.50;0.00;486
12/4/2012;80.00;33.10;23.10;28.30;6.50;0.00;463
13/4/2012;82.00;33.60;24.10;28.00;6.50;0.00;474
14/4/2012;87.00;32.00;24.00;27.20;4.00;0.00;509
15/4/2012;84.00;32.70;22.60;26.60;6.00;0.00;602
16/4/2012;85.00;32.80;22.80;27.30;4.10;0.00;440
17/4/2012;83.00;33.80;23.80;27.80;6.50;0.00;509
18/4/2012;82.00;32.80;23.90;27.80;3.60;0.00;478
19/4/2012;86.00;32.60;24.40;26.90;1.00;30.10;354
20/4/2012;86.00;32.40;24.00;27.40;5.00;0.00;442
21/4/2012;84.00;33.00;24.20;27.40;1.10;14.80;454
22/4/2012;79.00;33.20;23.00;28.20;4.70;0.90;406
23/4/2012;78.00;29.80;24.20;26.90;4.00;0.00;509
24/4/2012;88.00;29.70;23.80;26.30;2.40;0.10;346
25/4/2012;81.00;31.80;23.20;27.40;4.00;2.30;435
26/4/2012;82.00;31.20;22.90;26.80;4.10;1.40;465
27/4/2012;84.00;31.60;23.20;26.90;3.00;5.00;315
28/4/2012;79.00;31.40;23.00;27.60;4.10;0.40;572
29/4/2012;82.00;33.20;23.40;27.70;5.00;0.00;485
30/4/2012;89.00;31.10;23.60;26.60;1.00;10.50;525
1/5/2012;85.00;30.90;22.40;26.30;0.90;11.20;373
2/5/2012;84.00;33.40;22.90;27.00;3.20;2.30;367
3/5/2012;84.00;31.20;24.00;26.90;4.50;0.10;312
4/5/2012;86.00;31.40;23.20;26.20;1.00;3.00;428
5/5/2012;87.00;32.00;22.80;26.00;4.00;8.50;376
6/5/2012;87.00;32.60;23.00;27.00;2.00;6.90;345
7/5/2012;86.00;33.20;23.80;27.10;6.00;0.00;509
8/5/2012;82.00;33.20;23.70;27.20;7.00;0.20;460
9/5/2012;80.00;31.10;23.80;27.10;3.10;2.50;372
10/5/2012;81.00;32.00;22.00;26.80;5.00;0.00;508
11/5/2012;84.00;31.60;23.30;26.60;3.00;0.00;410
12/5/2012;81.00;32.00;23.00;27.10;7.00;18.20;604
13/5/2012;90.00;30.60;21.80;25.00;2.00;18.10;384
14/5/2012;82.00;32.30;22.60;26.80;5.50;0.30;422
15/5/2012;83.00;32.60;23.50;27.30;4.00;1.60;512
16/5/2012;81.00;30.30;23.00;27.00;4.00;0.70;483
17/5/2012;81.00;32.00;23.00;27.50;3.00;5.30;455
18/5/2012;79.00;33.00;22.80;27.50;7.80;0.10;495
19/5/2012;86.00;32.20;23.50;26.00;0.80;20.80;512
20/5/2012;85.00;32.40;23.20;26.40;3.50;0.60;359
21/5/2012;84.00;32.70;24.00;26.80;2.50;1.30;261
22/5/2012;82.00;33.20;24.00;26.90;0.80;34.60;105
23/5/2012;87.00;31.00;24.00;27.10;4.50;0.10;311
24/5/2012;82.00;33.00;23.80;27.40;4.20;0.00;402
25/5/2012;82.00;31.40;24.00;26.90;5.00;0.00;434
26/5/2012;85.00;30.60;23.80;26.70;2.30;1.60;458
27/5/2012;89.00;29.90;23.20;25.60;0.00;22.30;295
28/5/2012;92.00;28.40;23.10;25.30;0.50;1.70;307
29/5/2012;92.00;28.60;23.30;25.70;2.40;0.00;298
30/5/2012;87.00;29.80;23.10;26.30;3.50;0.00;380
31/5/2012;86.00;30.80;23.00;26.50;1.30;5.40;358
1/6/2012;85.00;31.10;23.00;26.40;4.00;0.00;449
2/6/2012;86.00;30.10;23.10;26.20;4.00;0.00;482
3/6/2012;84.00;32.70;23.40;26.70;6.50;0.00;594
4/6/2012;86.00;28.90;23.20;25.80;3.00;0.00;427
5/6/2012;84.00;29.90;21.60;26.30;5.00;0.00;355
6/6/2012;89.00;30.20;20.90;25.20;4.00;0.00;349
7/6/2012;86.00;31.60;21.20;25.90;4.20;0.00;471
8/6/2012;90.00;27.20;22.80;25.10;2.60;0.00;305
9/6/2012;79.00;32.90;22.00;27.20;5.10;0.00;478
10/6/2012;83.00;32.40;22.60;26.70;5.00;0.00;514
11/6/2012;83.00;30.40;23.20;26.00;5.00;0.00;531
12/6/2012;84.00;31.20;21.40;26.20;5.00;0.00;462
13/6/2012;86.00;31.60;21.00;25.60;5.00;0.00;492
14/6/2012;89.00;27.90;22.20;25.40;0.90;0.80;472
15/6/2012;86.00;30.40;22.80;26.10;4.20;0.20;337
16/6/2012;85.00;30.90;22.40;26.50;3.50;0.00;447
17/6/2012;88.00;27.40;22.60;25.60;0.30;0.20;322
18/6/2012;91.00;28.60;22.30;24.80;0.90;20.80;475
19/6/2012;89.00;30.80;22.80;25.60;4.00;0.10;165
20/6/2012;84.00;31.60;22.60;26.30;2.80;34.10;418
21/6/2012;85.00;30.30;22.80;26.20;4.40;0.00;430
22/6/2012;89.00;30.70;23.00;26.00;3.00;0.00;570
23/6/2012;91.00;28.10;23.20;24.90;4.00;0.00;686
24/6/2012;86.00;29.60;22.20;25.40;1.10;1.50;359
25/6/2012;83.00;31.60;21.80;26.80;2.00;5.00;398
26/6/2012;86.00;30.70;21.50;25.70;4.00;1.30;453
27/6/2012;89.00;28.80;22.00;25.30;0.30;4.70;334
28/6/2012;83.00;29.60;23.00;26.40;3.40;0.00;272
29/6/2012;87.00;29.80;22.70;25.10;0.80;15.20;410
30/6/2012;87.00;30.60;22.40;25.80;5.00;0.00;377
1/7/2012;91.00;28.00;21.80;24.60;2.00;0.00;283
2/7/2012;95.00;25.80;22.30;24.10;0.10;1.20;308
3/7/2012;90.00;29.60;22.50;24.70;0.30;5.10;274
4/7/2012;86.00;30.30;19.50;24.90;5.00;0.00;485
5/7/2012;87.00;27.90;22.20;24.70;2.80;0.00;537
6/7/2012;87.00;28.40;21.60;24.60;3.00;0.00;391
7/7/2012;85.00;29.30;21.20;25.00;3.50;0.00;418
8/7/2012;90.00;30.60;19.40;24.30;5.50;0.00;488
9/7/2012;87.00;29.20;20.80;24.70;2.50;0.00;360
10/7/2012;87.00;27.90;20.90;24.60;2.20;0.00;379
11/7/2012;88.00;27.00;19.90;23.70;2.50;0.00;307
12/7/2012;87.00;27.40;20.00;24.10;2.10;0.00;371
13/7/2012;88.00;28.40;21.60;24.50;4.00;0.00;327
14/7/2012;83.00;31.00;20.90;25.80;3.60;0.00;530
15/7/2012;89.00;27.60;21.60;23.90;3.00;0.20;370
16/7/2012;87.00;29.90;21.00;24.80;4.00;0.00;522
17/7/2012;89.00;27.20;21.40;23.90;2.60;0.00;331
18/7/2012;86.00;31.40;20.20;25.60;4.50;0.00;575
19/7/2012;83.00;26.40;21.00;24.60;1.40;0.00;423
20/7/2012;81.00;30.80;19.50;24.90;6.00;0.00;501
21/7/2012;89.00;28.60;19.80;24.20;3.20;0.00;570
22/7/2012;84.00;26.10;21.20;23.60;2.10;0.00;356
23/7/2012;84.00;27.70;21.40;24.80;2.00;0.00;425
24/7/2012;82.00;30.60;20.20;25.50;4.00;0.00;427
25/7/2012;88.00;26.00;21.40;23.50;3.00;0.00;521
26/7/2012;83.00;28.80;20.40;24.60;2.30;0.00;404
27/7/2012;84.00;29.00;19.00;23.80;5.60;0.00;515
28/7/2012;76.00;31.00;18.60;25.60;6.50;0.00;651
29/7/2012;78.00;27.00;20.20;24.60;2.80;0.00;509
30/7/2012;83.00;32.60;20.00;25.50;4.00;0.00;729
31/7/2012;86.00;30.20;21.30;25.10;7.00;0.00;622
1/8/2012;85.00;26.20;21.00;23.80;2.00;0.00;436
2/8/2012;84.00;29.60;21.40;24.40;4.90;0.00;667
3/8/2012;88.00;29.60;20.60;23.30;4.00;0.00;758
4/8/2012;85.00;30.40;20.90;24.00;5.00;0.00;800
5/8/2012;78.00;29.50;21.00;24.40;4.10;0.00;734
6/8/2012;85.00;29.60;21.20;23.80;5.00;0.00;788
7/8/2012;87.00;26.00;20.40;24.40;2.60;0.00;639
8/8/2012;80.00;29.90;20.20;23.30;5.70;0.00;606
9/8/2012;82.00;26.60;20.40;24.00;2.20;0.00;444
10/8/2012;83.00;30.30;18.80;24.40;5.00;0.00;742
11/8/2012;76.00;28.80;21.00;24.60;4.00;0.00;443
12/8/2012;78.00;29.10;18.60;24.00;5.30;0.00;487
13/8/2012;78.00;30.30;20.50;24.30;4.50;0.00;512
14/8/2012;75.00;30.80;21.40;24.60;5.60;0.00;675
15/8/2012;83.00;26.00;21.80;23.50;3.50;0.00;461
16/8/2012;75.00;31.00;21.60;25.70;6.80;0.00;629
17/8/2012;83.00;29.40;21.00;24.50;2.40;0.00;492
18/8/2012;79.00;30.90;22.20;25.40;4.30;0.00;459
19/8/2012;82.00;27.90;22.40;24.80;3.10;0.00;566
20/8/2012;76.00;31.80;21.70;25.70;6.00;0.00;594
21/8/2012;80.00;29.80;21.00;24.00;4.00;0.00;594
22/8/2012;79.00;30.00;21.60;24.30;2.50;0.00;507
23/8/2012;82.00;27.60;21.00;23.80;3.00;0.00;521
24/8/2012;77.00;28.40;21.30;24.40;5.00;0.00;635
25/8/2012;77.00;30.40;21.30;24.60;5.40;0.00;823
26/8/2012;81.00;30.20;20.40;23.60;5.10;0.00;892
27/8/2012;77.00;28.50;20.40;24.20;4.30;0.00;430
28/8/2012;80.00;31.00;19.60;24.10;5.00;0.00;736
29/8/2012;84.00;29.40;20.80;23.90;3.00;0.00;499
30/8/2012;78.00;32.40;20.20;24.80;5.30;0.00;813
31/8/2012;82.00;27.00;20.50;23.70;2.00;0.00;483
1/9/2012;79.00;31.60;21.30;25.10;4.30;0.00;528
2/9/2012;80.00;26.60;20.40;24.00;2.00;0.00;591
3/9/2012;75.00;33.20;18.40;25.00;8.00;0.00;890
4/9/2012;75.00;28.60;20.80;23.60;5.10;0.00;614
5/9/2012;80.00;25.60;20.60;22.90;1.40;0.00;440
6/9/2012;80.00;29.20;19.60;20.80;2.00;0.00;607
7/9/2012;76.00;31.50;21.00;26.50;6.00;0.00;606
8/9/2012;74.00;32.40;20.00;25.40;6.50;0.00;859
9/9/2012;79.00;26.80;21.10;23.50;3.80;0.00;557
10/9/2012;73.00;32.30;21.40;25.50;7.30;0.00;800
11/9/2012;79.00;31.00;21.20;24.80;5.50;0.00;812
12/9/2012;81.00;26.00;21.10;23.50;2.00;0.00;499
13/9/2012;80.00;30.80;18.00;23.70;4.90;0.00;699
14/9/2012;76.00;30.70;21.80;24.90;5.10;0.00;565
15/9/2012;78.00;31.80;22.00;24.90;4.50;0.00;548
16/9/2012;75.00;30.70;22.20;25.20;4.00;0.00;623
17/9/2012;71.00;33.50;21.70;26.70;6.00;0.00;681
18/9/2012;76.00;30.50;21.00;24.70;4.30;0.00;561
19/9/2012;80.00;28.10;20.00;22.40;3.50;0.00;456
20/9/2012;75.00;31.90;21.00;27.00;4.50;0.00;655
21/9/2012;78.00;32.20;18.60;24.30;3.80;0.00;733
22/9/2012;76.00;27.20;22.20;24.30;3.30;0.00;403
23/9/2012;76.00;27.90;21.00;24.30;3.50;0.00;478
24/9/2012;80.00;27.60;21.20;24.50;3.00;0.00;454
25/9/2012;79.00;31.10;21.20;25.20;4.80;0.00;687
26/9/2012;79.00;30.40;21.70;25.60;6.30;0.00;738
27/9/2012;76.00;28.60;21.50;25.20;4.30;0.00;586
28/9/2012;73.00;33.90;21.60;26.70;8.00;0.00;982
29/9/2012;78.00;27.60;20.60;24.70;3.00;0.00;490
30/9/2012;74.00;31.80;21.60;25.50;8.00;0.00;839
1/10/2012;75.00;31.20;21.40;25.80;5.80;0.00;712
2/10/2012;77.00;29.60;21.00;24.80;3.80;0.10;459
3/10/2012;86.00;27.90;20.60;23.80;3.30;0.00;505
4/10/2012;74.00;32.20;20.80;25.70;5.00;0.00;648
5/10/2012;72.00;33.80;20.90;26.30;6.70;0.00;847
6/10/2012;74.00;32.40;20.70;24.90;5.30;0.00;706
7/10/2012;71.00;32.80;21.10;25.70;6.30;0.00;861
8/10/2012;78.00;29.90;20.00;24.70;3.90;0.00;118
9/10/2012;79.00;25.20;20.50;22.80;1.30;0.30;676
10/10/2012;85.00;27.70;19.80;23.40;1.50;0.20;484
11/10/2012;78.00;32.60;21.20;25.90;5.50;0.00;630
12/10/2012;73.00;31.70;21.00;26.00;7.00;0.00;848
13/10/2012;75.00;28.60;22.20;24.90;5.00;0.00;743
14/10/2012;75.00;31.50;21.20;25.00;5.30;0.00;928
15/10/2012;83.00;26.20;21.00;23.60;3.50;0.00;557
16/10/2012;84.00;26.30;21.20;23.90;2.20;0.10;467
17/10/2012;85.00;28.90;21.50;24.20;3.50;0.00;360
18/10/2012;76.00;32.20;22.30;25.90;4.80;0.00;657
19/10/2012;78.00;29.80;21.70;24.60;4.00;0.00;485
20/10/2012;77.00;31.00;22.00;25.70;4.00;0.00;421
21/10/2012;71.00;32.50;22.40;26.50;6.50;0.00;649
22/10/2012;77.00;30.10;21.80;24.90;4.30;0.00;546
23/10/2012;80.00;28.50;21.20;24.30;4.60;0.00;536
24/10/2012;76.00;31.80;20.40;25.00;5.30;0.00;754
25/10/2012;80.00;29.20;21.80;24.60;5.00;0.00;536
26/10/2012;81.00;25.30;21.60;23.40;0.70;0.20;261
27/10/2012;84.00;32.50;22.00;24.10;5.30;0.00;807
28/10/2012;77.00;27.30;22.60;24.90;2.30;0.00;369
29/10/2012;79.00;27.20;20.80;24.00;4.00;0.00;439
30/10/2012;80.00;27.90;19.70;24.50;3.50;0.00;334
31/10/2012;75.00;33.70;22.20;26.20;6.80;0.00;802
1/11/2012;81.00;28.80;22.60;22.70;5.00;0.00;14.6
2/11/2012;84.00;31.00;20.60;22.80;4.50;0.00;21.6
3/11/2012;81.00;26.90;20.60;21.90;2.50;0.00;22
4/11/2012;75.00;29.60;22.40;22.20;3.70;0.00;19.5
5/11/2012;76.00;31.20;22.30;25.70;5.00;0.00;23
6/11/2012;80.00;30.30;22.20;24.70;1.30;3.00;20
7/11/2012;84.00;28.60;22.00;24.40;3.50;0.00;18.5
8/11/2012;77.00;31.80;22.00;26.10;5.00;0.00;35.3
9/11/2012;76.00;32.00;22.30;25.80;7.00;0.00;31.2
10/11/2012;80.00;30.20;21.40;24.70;4.50;0.00;24.4
11/11/2012;84.00;32.90;20.40;25.20;7.50;0.00;40
12/11/2012;75.00;32.40;22.40;25.10;6.50;0.00;36.4
13/11/2012;83.00;29.40;21.50;24.80;4.70;0.00;31.7
14/11/2012;76.00;32.20;21.40;25.70;7.50;0.20;46.3
15/11/2012;80.00;28.20;20.00;23.80;6.00;0.10;20
16/11/2012;75.00;32.60;19.00;25.40;5.20;0.00;30.4
17/11/2012;82.00;29.90;20.70;24.80;6.50;0.00;30.4
18/11/2012;83.00;25.70;22.00;24.10;1.80;0.00;20.7
19/11/2012;77.00;31.40;18.60;25.10;6.00;0.00;28.5
20/11/2012;74.00;32.00;21.40;25.40;6.80;0.00;28.8
21/11/2012;79.00;29.70;21.60;25.00;4.00;0.00;20.9
22/11/2012;82.00;28.80;20.70;23.90;5.00;0.00;28.7
23/11/2012;81.00;30.40;21.00;24.30;5.00;0.00;37.1
24/11/2012;82.00;29.50;21.20;25.00;5.00;0.00;24.6
25/11/2012;77.00;32.60;21.90;26.50;5.00;0.90;30.3
26/11/2012;75.00;33.20;20.80;26.40;5.30;0.10;23.4
27/11/2012;86.00;25.00;23.00;23.60;1.10;1.00;22.2
28/11/2012;85.00;28.40;21.00;23.90;3.60;0.00;17.6
29/11/2012;0.00;33.20;20.70;0.00;0.50;0.00;22.5
30/11/2012;80.00;29.80;21.60;25.80;4.00;0.00;28.4
1/12/2012;77.00;28.40;22.60;24.90;3.10;0.00;20
2/12/2012;77.00;28.60;22.00;25.50;4.00;0.00;15.5
3/12/2012;75.00;33.40;21.20;26.40;4.50;0.00;37.9
4/12/2012;80.00;29.70;22.30;25.40;5.00;0.00;32.8
5/12/2012;74.00;32.60;22.10;26.00;5.50;0.00;36.8
6/12/2012;84.00;25.60;22.40;24.00;2.00;0.00;20
7/12/2012;75.00;31.00;21.20;25.50;5.00;0.00;23.7
8/12/2012;76.00;28.20;22.70;25.40;3.10;0.00;22.6
9/12/2012;77.00;31.50;23.00;25.00;5.50;0.00;28.4
10/12/2012;83.00;28.00;22.90;24.60;2.50;0.20;16.3
11/12/2012;82.00;26.30;22.40;24.40;2.30;0.00;17.5
12/12/2012;74.00;32.20;21.50;26.40;4.10;0.60;28.8
13/12/2012;79.00;31.70;21.20;24.80;5.70;0.00;19.5
14/12/2012;71.00;33.00;20.10;25.80;4.50;0.00;38.6
15/12/2012;76.00;27.50;22.70;25.40;4.00;0.00;19.7
